episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state_HOLD_-_NO_ENOUGH_COMM,state_HOLD,state_GO_HOLD_INTCPT,state_HOLD_INTCPT,state_PURSUING
36,1129,19237.097219236686,40,28,3,94,2536.000000000001,0.9447888987304399,89.23088278712726,2.5169766755240626,1.409802184824328,5.897549453793918
37,905,13611.23876767682,40,24,1,98,3456.0000000000027,1.0773480662983423,86.2085635359116,3.2527624309392267,1.857734806629834,7.6035911602209945
38,1175,18866.08392216279,40,24,3,94,4173.999999999995,0.9946808510638296,87.15957446808511,3.0744680851063833,1.7393617021276593,7.031914893617021
39,984,14554.390804157263,40,29,2,96,2875.9999999999977,2.1526237989652626,84.87620103473762,3.0949741315594976,1.838507021433851,8.03769401330377
40,1053,19270.42997565542,40,23,1,98,3705.9172234277075,1.0893246187363834,88.50902184235517,2.351823920451372,0.9720127367186191,7.07781688173845
41,1300,27205.460057190365,40,28,2,96,2101.999999999998,1.1025641025641026,92.64102564102565,2.1666666666666665,0.6217948717948717,3.467948717948717
42,1026,20123.67830056471,40,25,1,98,2643.999999999999,1.4489928525016245,90.41585445094216,1.9948018193632229,0.9941520467836257,5.146198830409356
43,1268,25751.21323832051,40,26,1,98,3239.999999999999,1.1829652996845423,89.76453357368183,1.1097341144659756,6.269716088328075,1.6730509238395674
44,1334,28632.820233185525,40,23,2,96,2697.9999999999964,0.5556045506658437,92.7683217214922,2.0680836052561955,1.2831819384425434,3.324808184143223
45,864,15546.477232431478,40,14,0,100,6321.138914637947,0.22702991452991456,83.2309472934473,3.9663461538461537,2.3949430199430193,10.18073361823362
46,1199,21748.596698615234,40,27,2,96,3084.0,1.6488099056906396,89.52332071598127,1.5718226727401041,6.101238211329955,1.1548084942580357
47,1389,29753.163553046772,40,27,1,98,3964.000000000001,1.1519078473722102,90.0537187794207,7.09420169463366,1.1297557733842831,0.5704159051891233
48,1312,23485.689315480995,40,25,3,94,4579.999999999997,1.7581300813008132,87.35772357723577,1.0060975609756098,8.297764227642277,1.5802845528455287
49,1104,21255.2790266832,40,23,1,98,3746.000000000002,0.6660272804774083,88.61892583120203,2.9358482523444156,1.4013213981244672,6.377877237851662
