episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state_HOLD_-_NO_ENOUGH_COMM,state_HOLD,state_GO_HOLD_INTCPT,state_PURSUING,state_HOLD_INTCPT
44,1808,13497.301071986045,40,18,15,70,0.0,0.05530973451327431,95.8869670152856,0.030168946098149636,1.4103982300884954,2.617156074014481
45,1592,16005.11175778348,40,22,11,78,0.0,0.0628140703517588,95.31337241764376,1.758793969849246,0.422250139586823,2.4427694025683975
46,1817,13805.229659657994,40,17,16,68,0.0,0.0550357732526142,96.50642482831229,2.9910746332942497,0.4139647292479241,0.0335000358928956
47,1766,3937.3549030231716,40,18,19,62,0.0,0.05662514156285389,96.21898486564396,0.5456604550602286,3.1401214866673532,0.03860805106558221
48,1841,27003.544546276564,40,16,9,82,0.0,0.054318305268875586,94.75602027883397,1.5277023356871267,0.2648017381857686,3.3971573420242622
49,1632,7662.473505844257,40,18,16,68,0.0,0.061274509803921566,95.57152406417116,2.111185383244207,0.04177807486631016,2.2142379679144386
50,1835,12388.891490372556,40,23,17,66,0.0,0.05449591280653953,96.89693861195705,1.721429716300689,1.2662285622695946,0.06090719666613239
51,1671,12644.706656837205,40,17,14,72,0.0,0.059844404548174746,94.49431478156794,1.5975854083730128,3.7675955559024787,0.08065984960840944
52,1710,22159.229907778474,40,19,9,82,0.0,0.058479532163742694,94.7145641882484,1.1361737677527153,0.10303536619326092,3.9877471456418827
53,1632,15771.323946087032,40,21,12,76,0.0,0.061274509803921566,95.0109649122807,1.9059597523219816,0.36119711042311664,2.6606037151702786
54,1839,32926.500353111034,40,19,7,86,0.0,0.054377379010331704,94.91959916103472,1.78668531033947,0.2822444910536264,2.9570936585618477
55,1899,18724.252130834248,40,19,15,70,0.0,0.05265929436545548,96.05556809348279,0.040121367135585145,0.5416384563303994,3.3100127886857744
56,1666,16591.693314487482,40,17,12,76,0.0,0.060024009603841515,95.1537136593768,1.6467456547836523,3.100370583015815,0.039146093219896656
57,1632,7626.1844871859375,40,20,16,68,0.0,0.061274509803921594,94.98774509803921,1.060049019607843,3.8572303921568634,0.03370098039215687
58,1632,15837.863239354105,40,16,12,76,0.0,0.06127450980392155,94.60784313725489,1.4552696078431375,0.2936070261437908,3.5820057189542487
59,1632,9755.234074059814,40,19,15,70,0.0,0.0612745098039216,95.36647992530344,1.2050653594771241,0.07878151260504201,3.288398692810458
60,1658,16413.1668528585,40,18,11,78,0.0,0.06031363088057904,96.56212303980698,1.932777716854918,0.03289834411667946,1.411887268340827
61,1773,16333.00211839343,40,20,13,74,0.0,0.056401579244218826,97.34630569655951,0.0338409475465313,0.9616469261139311,1.601804850535815
62,1225,-8308.446654166484,40,19,17,66,0.0,0.08163265306122451,95.64625850340136,2.281827016520894,0.06219630709426628,1.9280855199222544
63,1811,25828.44547651279,40,18,9,82,0.0,0.055218111540585334,96.09457356558404,0.037648712414035446,0.768033733246323,3.0445258772149995
64,1935,21932.82767571469,40,19,13,74,0.0,0.05167958656330749,96.22246831549158,0.8342561830933923,2.625815183954719,0.2657807308970099
65,1632,19923.25309438384,40,10,10,80,0.0,0.061274509803921566,94.70996732026147,4.215686274509803,0.9844771241830065,0.028594771241830064
66,1577,19814.772900521155,40,15,8,84,0.0,0.06341154090044389,94.85098287888394,1.2555485098287889,0.1293595434369055,3.700697526949905
67,1765,1874.7911522127342,40,21,20,60,0.0,0.05665722379603401,99.24854629491578,0.6321753391978531,0.06262114209035337
68,1785,2595.015847973695,40,18,20,60,0.0,0.0560224089635854,99.81410746116627,0.07639419404125286,0.053475935828877004
69,1818,20172.09305651786,40,14,12,76,0.0,0.05500550055005498,95.96767369044596,0.55005500550055,0.05923669290005923,3.3680291106033677
70,1811,11567.408803744378,40,17,16,68,0.0,0.05521811154058535,94.67745420497924,0.9579141958562408,4.261397738458215,0.04801574916572636
71,1632,17805.58729493095,40,18,11,78,0.0,0.061274509803921566,99.09202317290557,0.058489304812834216,0.590463458110517,0.19774955436720143
72,1812,17797.423567044516,40,16,13,74,0.0,0.05518763796909494,96.96927888153053,2.580022075055188,0.3656181015452539,0.029893303899926418
73,1780,16773.926642662675,40,21,13,74,0.0,0.05617977528089886,95.68598462448254,1.2004730928444707,2.7202838557066826,0.33707865168539325
74,1632,13823.849114154531,40,15,13,74,0.0,0.06127450980392154,95.13480392156863,1.3308823529411764,0.2794117647058824,3.1936274509803924
75,1656,20415.155332268874,40,16,9,82,0.0,0.06038647342995167,94.0619967793881,1.9650764895330108,0.2918679549114332,3.62067230273752
76,1903,20693.364995114654,40,22,14,72,0.0,0.05254860746190224,97.50977987972209,0.0379517720558183,1.2932796169790388,1.1064401237811643
77,1817,9701.284164112718,40,19,18,64,0.0,0.05503577325261422,96.84985716906463,1.6248656865057525,0.031449013287208116,1.438792357889771
78,1251,-5212.485914582405,40,19,16,68,0.0,0.07993605115907274,95.774808724449,2.120208595028739,0.05329070077271516,1.9717559285904613
79,1632,17998.48837832375,40,16,11,78,0.0,0.06127450980392155,94.1125408496732,1.7003676470588236,0.27318218954248363,3.8526348039215685
80,1632,15892.796024723044,40,15,12,76,0.0,0.06127450980392154,94.34558823529409,0.053921568627450976,1.245098039215686,4.294117647058823
81,1801,23588.171432697152,40,20,10,80,0.0,0.055524708495280385,96.62132148806221,1.0549694614103275,2.232093281510272,0.03609106052193226
82,1648,14058.612368759756,40,13,12,76,0.0,0.06067961165048545,94.6916576770946,1.1529126213592231,0.06292700467457749,4.031823085221143
83,1785,25014.864421784063,40,16,9,82,0.0,0.056022408963585416,94.99299719887955,1.5289449112978524,0.24509803921568626,3.176937441643324
84,1835,16472.67898782742,40,18,15,70,0.0,0.05449591280653948,95.58583106267028,1.4490958632648006,2.8337874659400546,0.07678969531830565
85,1808,13638.576734413413,40,21,15,70,0.0,0.05530973451327434,96.7017931998137,0.8209129017233348,2.3841406613879834,0.03784350256171402
86,1631,19891.92120848448,40,17,10,80,0.0,0.06131207847946047,94.60720283635007,1.9726494815130753,0.3305520752805694,3.028283528376829
87,1908,18943.179027778187,40,20,15,70,0.0,0.05241090146750522,96.33909853249477,1.8605870020964361,0.03668763102725367,1.7112159329140464
88,1867,23843.561239486455,40,16,11,78,0.0,0.05356186395286556,95.65479378682377,0.03347616497054098,1.718443135154437,2.5397250490983754
89,1671,16800.056550718306,40,13,12,76,0.0,0.059844404548174766,95.59589511713989,2.7794401223485607,0.03324689141565264,1.5315734645477315
90,1810,17719.129115894335,40,18,13,74,0.0,0.05524861878453038,96.66750376695128,1.0698141637368157,2.144650929181316,0.06278252134605726
91,1794,19061.39609397916,40,18,12,76,0.0,0.05574136008918616,96.72392824566737,1.8141279010844231,0.03293807641633729,1.3732644167426775
92,1644,19864.775991093222,40,16,9,82,0.0,0.06082725060827253,95.16676804541765,1.6727493917274938,3.0236212489862124,0.07603406326034064
93,1787,14768.462573705205,40,19,14,72,0.0,0.05595970900951316,95.70709089455592,0.7567884456524635,3.168385429157673,0.31177552162443045
94,1808,15493.069932085557,40,19,14,72,0.0,0.05530973451327436,97.02644332069113,0.0342393594605984,1.648756847871892,1.235250737463127
95,1834,12441.924151862657,40,23,16,68,0.0,0.05452562704471102,96.89845403810381,0.03848867791391366,1.3535185066392967,1.6550131502982872
96,1785,12745.595532038013,40,17,15,70,0.0,0.05602240896358546,95.3209109730849,3.3101936426744616,1.0351966873706004,0.2776762879064669
97,1791,21235.279234021225,40,17,11,78,0.0,0.05583472920156342,95.27104119631976,0.9297696210521205,0.03641395382710655,3.706940499599446
98,1632,15765.870249486969,40,15,12,76,0.0,0.06127450980392154,94.63970588235291,4.203431372549019,1.034313725490196,0.06127450980392157
99,1705,3913.0189292922473,40,19,19,62,0.0,0.05865102639296191,95.68216729507054,0.7457059069962295,0.06982265046781176,3.4436531210724755
100,1730,28948.13103831663,40,13,7,86,0.0,0.05780346820809251,94.1811175337187,1.75765360736459,0.2697495183044315,3.733675872404196
101,1690,25342.96890073771,40,20,8,84,0.0,0.05917159763313611,95.60946745562133,1.7603550295857986,0.36094674556213013,2.210059171597633
102,1634,3100.1448061311617,40,20,17,66,0.0,0.06119951040391675,94.89902080783352,1.8421052631578947,0.3182374541003672,2.879436964504284
103,1668,16791.936186316303,40,15,12,76,0.0,0.05995203836930454,94.36211031175058,1.299760191846523,0.0671462829736211,4.2110311750599525
104,1216,3465.8159796445293,40,21,11,78,0.0,0.08223684210526315,95.83189058171745,2.6532202216066483,0.06492382271468145,1.3677285318559556
105,1739,12933.724471662956,40,18,15,70,0.0,0.057504312823461724,96.77975848188615,1.3304406921428198,1.7617230383187832,0.07057347482879398
106,1632,3568.512213229734,40,21,18,64,0.0,0.061274509803921566,96.25257997936016,0.8836429308565532,2.7638028895768834,0.03869969040247678
107,1787,16584.365165566767,40,21,13,74,0.0,0.05595970900951316,96.2448090006774,0.34164874974229087,0.8128884045592437,2.5446941360115454
108,1766,10003.988711783028,40,19,16,68,0.0,0.05662514156285395,95.98770425497491,3.286954645958043,0.6309658631289435,0.03775009437523594
109,1677,17115.65754382518,40,19,11,78,0.0,0.059630292188431695,97.45009512451375,0.053951216741914415,0.6616122895192663,1.7747110770366583
110,1907,21021.35537483407,40,20,14,72,0.0,0.05243838489774514,95.33298374410069,1.331934976402727,0.29627687467226005,2.986366019926586
111,1632,5611.09340731406,40,20,17,66,0.0,0.061274509803921594,95.82720588235293,3.229166666666667,0.8180147058823528,0.06433823529411765
112,1808,19504.699089843896,40,20,12,76,0.0,0.05530973451327432,95.84070796460175,2.295353982300885,0.03871681415929203,1.7699115044247788
113,1668,18648.3081273666,40,18,11,78,0.0,0.05995203836930454,95.37279267495096,0.9973839110529756,3.5317200784826683,0.0381512971441029
114,1808,13495.086959441314,40,19,15,70,0.0,0.05530973451327436,96.09144542772862,2.0965023177412556,1.725136957437842,0.0316055625790139
115,1792,18990.14598002452,40,18,12,76,0.0,0.05580357142857145,96.34486607142858,1.3545048701298703,0.3170657467532468,1.9277597402597406
116,1815,24030.874554897902,40,19,10,80,0.0,0.05509641873278234,95.7759412304867,1.338055883510429,0.11544011544011545,2.715466351829988
117,1632,11709.955663449218,40,17,14,72,0.0,0.061274509803921566,96.76577152600171,0.0319693094629156,1.1588874680306906,1.9820971867007673
118,1781,16726.844684844,40,17,13,74,0.0,0.05614823133071311,94.7708908038962,1.1766716304958131,3.9254937382515926,0.07079559602568172
119,1631,21797.560799342926,40,20,9,82,0.0,0.061312078479460456,95.13795217657878,1.4500306560392398,0.03985285101164929,3.310852237890865
120,1908,27244.688172000097,40,17,11,78,0.0,0.05241090146750523,96.93282289672773,0.02962355300337253,1.3239449457661108,1.661197703035275
121,1786,12757.437627739708,40,19,15,70,0.0,0.055991041433370685,95.3047512398016,1.4264384365168241,2.882205513784461,0.3306137684637124
122,1221,-8537.03583009691,40,18,17,66,0.0,0.08190008190008191,94.70627652445833,1.5002605911696825,0.43928225746407573,3.272280545007818
123,1596,4028.673438285055,40,18,16,68,0.0,0.06265664160401,94.63146502620185,1.4097744360902256,0.3132832080200501,3.582820688083846
124,1632,19871.547866413068,40,17,10,80,0.0,0.061274509803921566,94.67444586530262,1.6011295822676899,0.30903665814151743,3.354113384484229
125,1632,11842.22189083763,40,14,14,72,0.0,0.061274509803921545,95.26300904977377,0.7329374057315234,3.881504524886878,0.06127450980392157
126,1650,13983.56129068433,40,16,12,76,0.0,0.06060606060606063,95.65656565656565,1.0833333333333335,3.1616161616161613,0.03787878787878788
127,1771,22444.47607871589,40,17,10,80,0.0,0.05646527385657819,95.95905040139444,0.027005130974885227,1.3821717035327623,2.5753074902413275
128,1670,22767.555633382766,40,16,9,82,0.0,0.05988023952095804,95.18962075848304,1.7040918163672656,2.976546906187625,0.06986027944111776
129,1786,29097.429017853734,40,18,7,86,0.0,0.05599104143337065,95.59197801079101,1.7255420950829687,0.3104957752214191,2.3159930774712407
130,1632,15835.75169336376,40,18,12,76,0.0,0.061274509803921566,95.20109180035652,0.04177807486631016,2.1557486631016047,2.5401069518716577
131,1753,25766.81783470967,40,17,8,84,0.0,0.05704506560182546,94.89074629827128,0.0446439643840373,1.4162057590714054,3.5913589126714447
132,1632,5726.780015584172,40,17,17,66,0.0,0.061274509803921566,99.53910912190962,0.34367007672634275,0.05594629156010229
133,1578,25592.284199688147,40,17,5,90,0.0,0.06337135614702157,94.35719402656085,1.7192924450322367,0.31685678073510776,3.54328539152477
134,1785,8757.395364880565,40,17,17,66,0.0,0.05602240896358546,99.37157471684328,0.3483132383388138,0.05115089514066496,0.17293874071367676
135,1787,18591.171755570518,40,22,12,76,0.0,0.05595970900951318,96.33774793259965,0.739911708014674,2.8073120686439097,0.05906858173226388
136,1632,21872.753208724967,40,17,9,82,0.0,0.061274509803921566,95.04209292412617,1.4013213981244674,0.31702898550724634,3.178282182438193
137,1544,12460.429096347625,40,17,11,78,0.0,0.06476683937823832,95.91687316963281,0.5772696553277765,0.07603063753097544,3.365059698130209
138,1816,15784.812970398345,40,16,15,70,0.0,0.055066079295154155,96.49183186490453,2.1383994126284875,0.03212187958883994,1.282580763582966
139,1509,-1004.8375337846257,40,19,18,64,0.0,0.06626905235255136,95.88185174666289,1.4326737984789675,2.543469342674114,0.07573605983148726
140,1786,18836.214113292346,40,19,12,76,0.0,0.055991041433370685,95.03012851277131,2.9568602356956224,1.6664000426598413,0.2906201674398763
141,1811,17716.07466441737,40,16,13,74,0.0,0.055218111540585334,96.29808577213328,0.03681207436039021,1.428768636112645,2.1811154058531192
142,1810,9617.218423004379,40,19,17,66,0.0,0.055248618784530364,95.58011049723758,1.1760063141278614,0.04472507234938174,3.143909497500658
143,1632,13814.94586670035,40,17,13,74,0.0,0.061274509803921566,94.10699062233587,1.8515558397271952,0.2903878942881501,3.689791133844842
144,1908,19006.231995079674,40,18,15,70,0.0,0.052410901467505246,96.62902611015821,1.943967981703831,0.033352391842957886,1.3412426148275203
145,1842,8501.703125454516,40,19,19,62,0.0,0.05428881650380023,96.84866346104133,0.9280802440411562,2.0939972080037226,0.07497027041000984
146,1810,9484.434784579775,40,20,17,66,0.0,0.05524861878453039,95.75966850828729,1.3535911602209947,2.7983425414364644,0.03314917127071823
147,1781,14659.107770800341,40,20,14,72,0.0,0.05614823133071309,99.449747332959,0.02807411566535654,0.40707467714766987,0.05895564289724873
148,1225,-65.20685749341001,40,17,13,74,0.0,0.08163265306122452,93.68589174800354,1.4055013309671693,4.447204968944099,0.3797692990239574
149,1632,3600.6237728538063,40,20,18,64,0.0,0.061274509803921594,95.83946078431374,1.9301470588235292,2.126225490196078,0.0428921568627451
150,1687,19502.772558585937,40,16,11,78,0.0,0.05927682276229991,94.38105117565698,0.2766251728907331,1.3658367911479943,3.9172100375419876
151,1867,19739.73086468999,40,17,13,74,0.0,0.053561863952865586,95.51943364150812,1.4019235695489158,0.2771244265387392,2.747956498451363
152,1632,5573.948806011135,40,21,17,66,0.0,0.061274509803921566,95.8655830753354,1.8704850361197112,0.03869969040247678,2.1639576883384932
153,1810,19835.487508617054,40,17,12,76,0.0,0.05524861878453039,95.76987749219315,1.0377131876050925,3.0723036271919284,0.06485707422531828
154,1634,15387.144406621715,40,15,11,78,0.0,0.06119951040391672,94.35250917992659,1.4859241126070992,0.29130966952264387,3.809057527539779
155,1861,13357.215777006395,40,19,16,68,0.0,0.053734551316496515,99.81576725262914,0.07676364473785216,0.05373455131649651
156,1620,10902.688507929455,40,17,13,74,0.0,0.061728395061728364,95.44820182501341,0.8212560386473431,0.0939345142243693,3.57487922705314
157,1664,22687.55903782278,40,14,9,82,0.0,0.06009615384615387,94.65837647928994,1.7081176035502956,0.2889238165680473,3.284485946745562
158,1664,8250.344449533752,40,19,16,68,0.0,0.06009615384615388,95.71886446886447,1.179029304029304,2.9618818681318686,0.08012820512820513
159,1632,13679.689183200218,40,22,13,74,0.0,0.061274509803921545,94.57720588235294,1.7190904139433552,3.598175381263617,0.04425381263616558
160,1810,23874.402807532348,40,15,10,80,0.0,0.055248618784530364,95.414364640884,1.2154696132596685,0.25856353591160225,3.056353591160221
161,1687,5035.981180280693,40,22,18,64,0.0,0.05927682276229995,96.24909438187449,2.868339590331292,0.046104195481788846,0.7771850095501547
162,1839,18745.37529387205,40,18,14,72,0.0,0.0543773790103317,97.05373473725837,0.05684907805625587,0.6772455385832221,2.1577932670917988
163,1840,24934.645911211985,40,18,11,78,0.0,0.05434782608695652,96.03507905138338,1.1388339920948618,0.2890316205533597,2.482707509881423
164,1822,18147.01643789313,40,18,14,72,0.0,0.05488474204171239,95.4794930645644,1.1001896018361443,0.286897515218042,3.0785350763396866
165,1766,26193.84655882383,40,20,8,84,0.0,0.056625141562853934,97.06964892412229,1.1211778029445074,0.34824462061155154,1.404303510758777
166,1631,19916.100179310466,40,17,10,80,0.0,0.06131207847946047,96.0067176712073,0.037320395596193316,1.85802255218191,2.036627302535121
167,1251,4891.170347601226,40,20,11,78,0.0,0.07993605115907272,94.98800959232614,1.8225419664268585,0.4836131095123901,2.6258992805755397
168,1632,19936.57237883329,40,19,10,80,0.0,0.0612745098039216,95.60282446311858,1.9987161531279176,2.302170868347339,0.0350140056022409
169,1797,23380.09634864953,40,20,10,80,0.0,0.05564830272676683,96.04062326099056,1.2659988870339456,0.0528658875904285,2.5848636616583196
170,1592,14069.74473857445,40,18,12,76,0.0,0.06281407035175876,95.11763362265874,1.8330287802649607,0.10564184559159435,2.8808816811329376
171,1810,21836.012761813356,40,13,11,78,0.0,0.05524861878453036,94.88847963986085,1.3116431348475548,0.05729486392469818,3.687333742582361
172,1597,14372.315340953037,40,17,12,76,0.0,0.06261740763932373,94.8435926057009,0.939261114589856,0.1279573112629659,4.026571560806947
173,1810,19807.839467269598,40,16,12,76,0.0,0.055248618784530405,95.54327808471454,1.1947513812154695,3.1491712707182318,0.05755064456721915
174,1791,25248.661388813587,40,18,9,82,0.0,0.055834729201563384,95.43931780112685,1.558296533170905,0.26648393482564336,2.6800670016750416
175,1899,20699.90813796767,40,20,14,72,0.0,0.052659294365455515,96.10584518167455,0.9531332280147446,2.5671406003159563,0.3212216956292786
176,1665,8432.19181596981,40,19,16,68,0.0,0.06006006006006007,94.99785499785499,1.1869011869011867,3.715143715143715,0.04004004004004004
177,1632,11833.466753121185,40,15,14,72,0.0,0.06127450980392154,94.66176470588235,4.147058823529411,1.0980392156862746,0.03186274509803922
178,1659,16202.185632130968,40,19,11,78,0.0,0.0602772754671489,96.42354832228251,1.4667470363672894,0.27842360572921154,1.7710037601538506
