episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state_HOLD_-_NO_ENOUGH_COMM,state_HOLD,state_GO_HOLD_INTCPT,state_HOLD_INTCPT,state_PURSUING
74,1196,16238.8229349569,40,19,4,92,2295.9999999999973,0.15926102882624624,93.6972447842013,0.967510750119446,1.7319636884854273,3.444019748367574
75,1281,12532.726975824186,40,27,8,84,2001.999999999999,0.7326007326007326,93.14237674893413,0.9127484537320603,4.365579775415842,0.8466942893172401
76,1266,23139.343780799667,40,21,3,94,2694.000000000001,0.27853995177517266,93.40650203708324,1.8375322191735264,0.9935977384218841,3.483828053546188
77,1183,22184.008763075726,40,28,1,98,1514.0000000000014,0.6128486897717668,93.39250493096648,1.2750070442378134,3.4375880529726683,1.2820512820512822
78,1225,-9543.414784084307,40,16,18,64,2047.9999999999961,0.08163265306122454,95.83333333333333,0.5748299319727891,0.6836734693877551,2.826530612244898
79,1125,-13055.833174784846,40,21,18,64,1481.9999999999975,0.0888888888888889,95.33567251461987,0.6409356725146199,1.1976608187134503,2.7368421052631584
80,1118,21854.280256685535,40,22,1,98,3745.9999999999914,0.38262770820910363,89.06777976545419,2.1218445637050287,1.6249254621347642,6.802822500496919
81,1107,11009.335718322796,40,19,6,88,1889.999999999997,0.09033423667570006,94.26592678625201,1.0452961672473868,1.6690325633415062,2.9294102464834175
82,1111,-1653.4685174437977,40,20,11,78,2151.999999999997,0.22502250225022505,94.4914491449145,0.9090909090909091,0.6660666066606661,3.7083708370837085
83,1221,25909.171930366374,40,19,0,100,2998.0,4.761904761904762,0.23010023010023012,86.88428688428687,1.856401856401856,3.326703326703327,2.9406029406029406
84,1086,341.73864410996293,40,24,10,80,2211.9999999999973,0.4201197053406998,93.5140423572744,4.822744014732965,0.8402394106813996,0.40285451197053407
85,1169,3339.4814514492223,40,18,11,78,2080.000000000001,0.0855431993156544,95.62563185317676,0.7232288669414416,0.33050781553775566,3.235088265028385
86,1379,30814.804090770773,40,27,1,98,2253.9999999999955,0.37373793718971393,92.70374295755006,1.612093490266079,4.300775366765214,1.0096502482289285
87,1180,-1093.8713889680878,40,25,13,74,1866.0000000000027,0.27118644067796616,94.06779661016948,3.9943502824858754,1.0056497175141244,0.6610169491525424
88,1124,20236.680834088253,40,27,2,96,2397.9999999999973,0.6912127018888585,89.15959485354503,4.393649055570764,3.1207226936764303,2.634820695318916
89,1103,-11322.494115859457,40,20,17,66,2087.9999999999945,0.09066183136899361,93.59927470534906,1.0471441523118767,1.6681776971894833,3.5947416137805988
90,1447,28771.886377663937,40,27,3,94,2551.999999999997,0.6432406570623571,90.57466376056563,4.056137366434533,2.083887087342512,2.6420711285949703
91,1117,-11126.349423333508,40,22,16,68,1791.9999999999982,0.08952551477170995,95.86193176166319,3.0836566199144535,0.4327066547299313,0.5321794489207202
92,1267,4274.4117395750745,40,22,12,76,1716.0000000000005,0.09208103130755065,95.90458651232132,0.5130228887134964,0.33324563711304045,3.1570639305445938
93,1090,4300.859855736978,40,18,8,84,2727.999999999995,0.09174311926605504,93.76563803169307,1.0717264386989158,0.658882402001668,4.412010008340284
94,1462,8993.32681046107,40,20,13,74,1784.0000000000007,0.08549931600547192,96.79890560875513,0.42407660738714087,0.15047879616963064,2.5410396716826265
95,1479,21224.34197120405,40,23,7,86,2464.000000000004,0.07556775245595197,94.22503281231357,0.8749950284373385,1.45567354730939,3.3687308594837533
96,1052,1295.0003043729264,40,18,10,80,2245.999999999998,0.17715174559281024,94.52125820947113,0.959211890770826,0.626512270998963,3.715865883166264
97,1207,6528.930667039313,40,18,10,80,2044.0000000000005,0.1092114182420728,95.29637719364314,1.0770505385252696,0.8548617910672591,2.6624990585222563
98,1268,5351.404152751688,40,20,11,78,1848.0,0.07886435331230288,95.41009463722398,0.7216088328075709,0.9463722397476341,2.8430599369085177
99,1192,5838.957301144622,40,16,10,80,1780.000000000003,0.1188478747203579,96.57438478747203,0.5522930648769575,0.3145973154362416,2.4398769574944077
100,1296,-3419.5635977613256,40,18,16,68,1745.9999999999993,0.07716049382716046,96.46113916947252,2.6445005611672276,0.34020763187429853,0.47699214365881026
101,1181,2969.9612572793208,40,24,11,78,1701.9999999999961,0.30694326841659614,94.6179085520745,0.9155376799322608,3.281117696867062,0.8784928027095682
102,1180,-2870.7398483586435,40,20,14,72,2175.9999999999973,0.08474576271186443,94.83898305084746,0.5805084745762711,3.944915254237288,0.5508474576271187
103,1161,23300.73077637304,40,21,0,100,3233.9999999999973,5.2631578947368425,0.3626637653565439,85.80171358629133,5.068226120857699,1.8994514710548986,1.6047871617027063
104,1194,3530.9480823307786,40,22,11,78,1167.9999999999966,0.08375209380234508,96.90582542341336,0.48855388051367954,0.37688442211055273,2.1449841801600593
105,1146,20943.23770358204,40,21,1,98,3407.9999999999955,0.08726003490401395,90.7733994672545,2.498392578304399,1.6763111968402682,4.9646367226967945
106,1183,7291.554204957373,40,19,9,82,1278.000000000002,0.08453085376162296,97.28293684337638,2.1575494102966633,0.330072857545385,0.1449100350199251
107,1187,11539.54035341748,40,16,7,86,2932.000000000004,0.08424599831507998,93.79036787419264,3.777028924459421,1.2847514743049704,1.0636057287278853
108,1075,20704.36696299264,40,23,0,100,2815.999999999997,5.882352941176471,0.6073871409028728,83.6607387140903,2.900136798905609,2.752393980848153,4.196990424076607
109,1018,10434.065022960975,40,21,5,90,1213.9999999999973,0.1654430772412366,96.06555681935684,0.6772825974563126,0.7961948092234515,2.295522696722159
110,1126,5276.796939614339,40,22,8,84,2431.9999999999936,0.08880994671403196,93.07282415630553,4.366489046773238,1.5443062956384448,0.9275705545687785
111,1264,12637.126078986426,40,18,8,84,1949.9999999999961,0.07911392405063293,95.0589758342923,0.8810414269275028,1.434838895281933,2.5460299194476406
112,1095,21248.22336859888,40,25,0,100,2739.999999999999,6.666666666666667,0.2009132420091324,83.9269406392694,2.374429223744292,2.2161339421613393,4.614916286149162
113,1170,2531.5329070946714,40,20,11,78,2126.0000000000005,0.08547008547008546,93.991452991453,3.4829059829059825,0.9743589743589743,1.4658119658119662
114,1061,20388.98703352151,40,22,0,100,2781.999999999998,5.555555555555555,0.24086291758299302,84.6476070792753,2.623311341501728,2.513352183474709,4.419310922609698
115,1147,20628.52355109333,40,24,2,96,2370.0000000000055,0.4032258064516129,92.3823016564952,4.822362685265912,1.231473408892764,1.1606364428945075
116,1136,3541.3029264416036,40,25,10,80,1353.9999999999968,0.19366197183098594,94.85915492957746,0.7335680751173708,1.1678403755868545,3.0457746478873235
117,1191,-2728.4238806980948,40,19,14,72,1977.9999999999968,0.21190676102514894,95.37803366518733,0.5917396345607933,0.6677062092679221,3.150613729958818
118,1214,8806.73292428846,40,19,9,82,1542.0000000000045,0.117674746999294,96.44230014905469,1.188514944692869,0.5334588530634659,1.7180513061896916
119,1387,22786.59780746496,40,23,5,90,2292.0000000000023,0.44531150600110264,94.58416387463421,3.3674031977607193,1.04754230459307,0.5555791170108995
120,1185,-1059.2127478182133,40,20,13,74,1241.999999999999,0.08438818565400844,96.8649789029536,0.7383966244725738,0.5147679324894515,1.7974683544303798
121,1161,-4151.456573087492,40,24,14,72,1235.999999999998,0.0968992248062016,95.62876830318689,0.7805770887166236,1.0443583118001722,2.449397071490095
122,1640,24529.29588480567,40,25,8,84,1341.999999999999,0.060975609756097573,96.85365853658537,0.4715447154471545,0.4186991869918699,2.1951219512195124
