episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health,total_distance_traveled,state_HOLD_-_NO_ENOUGH_COMM,state_HOLD,state_HOLD_INTCPT,state_PURSUING
0,1228,-10265.541431515676,40,15,18,64,0.0,0.08143322475570033,99.66800300676525,0.06264094211976948,0.18792282635930846
1,1671,69.08260473848974,40,15,20,60,0.0,0.059844404548174746,97.45431109883535,1.2383188325737697,0.055240988813699765,1.1922846752290197
2,1584,-2900.8066824934685,40,14,20,60,0.0,0.06313131313131315,97.36652236652236,1.3257575757575757,1.1814574314574313,0.06313131313131315
3,1668,2220.573059656887,40,15,19,62,0.0,0.059952038369304565,97.00239808153478,2.826969193875669,0.05534034311012729,0.05534034311012728
4,1220,-19114.12850418776,40,15,22,56,0.0,0.08196721311475408,97.97604035308953,1.7150063051702398,0.08196721311475409,0.14501891551071877
5,1374,-1661.041477790815,40,13,16,68,0.0,0.0727802037845706,95.35662299854438,3.8330907326540515,0.6841339155749635,0.053372149442018436
6,1665,12638.269130003939,40,12,13,74,0.0,0.060060060060060046,97.53753753753753,2.1921921921921923,0.048798798798798795,0.1614114114114114
7,1243,-6218.918096721441,40,15,16,68,0.0,0.08045052292839902,97.35132124512654,2.3640076737421873,0.14233554056562905,0.06188501763723002
8,1221,-16946.65335061518,40,18,21,58,0.0,3.5708435708435706,90.17199017199016,5.569205569205569,0.5896805896805898,0.09828009828009829
9,1150,-11107.325736128752,40,16,17,66,0.0,0.08695652173913045,99.62318840579707,0.07246376811594203,0.21739130434782608
10,1823,11425.784589252115,40,16,17,66,0.0,4.406655695739623,90.52843298592063,4.71749862863412,0.04114097641250686,0.30627171329310665
11,1794,12536.570042620775,40,18,15,70,0.0,5.222965440356745,87.51950947603122,0.3901895206243033,0.055741360089186176,6.811594202898551
12,1672,12441.054009227095,40,14,14,72,0.0,0.059808612440191374,91.84466848940534,7.23257006151743,0.40584415584415584,0.4571086807928913
13,1577,-4918.222334128956,40,14,20,60,0.0,0.06341154090044386,94.73684210526315,4.5248663828245315,0.6159978258900262,0.05888214512184074
14,1868,9224.105506644002,40,15,18,64,0.0,0.053533190578158474,95.9850107066381,3.6279031461044307,0.04529731510459562,0.2882556415746994
15,1654,5737.2002014445925,40,16,16,68,0.0,0.06045949214026603,93.2789197904071,5.698307134220072,0.9270455461507456,0.03526803708182185
16,1815,-1080.2484495797253,40,15,23,54,0.0,0.055096418732782364,99.01250264886629,0.04238186056367875,0.47043865225683407,0.41958041958041953
17,1661,2230.580488410515,40,14,18,64,0.0,0.06020469596628535,96.09099509761761,2.9070267480863508,0.043003354261632404,0.8987701040681173
18,1668,8181.6863457261825,40,14,16,68,0.0,0.05995203836930454,94.6043165467626,1.027749229188078,0.08992805755395683,4.21805412812607
19,1245,-15719.139445010182,40,15,21,58,0.0,0.08032128514056225,95.20543713314798,4.189063948100093,0.09267840593141799,0.4324992276799506
20,1226,-12707.1063326649,40,16,19,62,0.0,0.08156606851549754,97.08401305057096,2.6576943991299617,0.1087547580206634,0.06797172376291462
21,1643,11455.283122658218,40,16,13,74,0.0,0.06086427267194158,97.70744572935688,0.8926759991884763,0.07100831811726517,1.2680056806654494
22,1522,3382.1063733731016,40,12,16,68,0.0,0.0657030223390276,94.63699080157687,4.3322930354796325,0.04517082785808147,0.9198423127463863
23,1672,6335.123720453912,40,15,17,66,0.0,0.05980861244019139,94.88866396761132,0.05520794994479204,0.7913139492086861,4.205005520794994
24,1668,-1846.2667166019478,40,12,21,58,0.0,0.05995203836930454,98.91336930455634,0.03747002398081535,0.4159172661870504,0.5732913669064748
25,1287,-27022.684125479296,40,17,27,46,0.0,0.0777000777000777,99.85166348802709,0.07063643427279791
26,1591,3707.3360056546835,40,15,16,68,0.0,0.06285355122564425,92.8782091572789,6.116134023110767,0.7929217231542813,0.14988154523038244
27,1827,5392.416795014135,40,19,20,60,0.0,0.05473453749315818,98.14510734050964,1.7210971233959742,0.05473453749315818,0.024326461108070307
28,1671,4508.133299120178,40,17,18,64,0.0,0.05984440454817473,92.94380066372885,6.452314890375931,0.5005168380392797,0.04352320330776345
29,1238,-14303.547597606123,40,18,20,60,0.0,0.08077544426494346,94.70920840064619,3.4733441033925687,1.6720516962843295,0.06462035541195477
30,1783,2043.7475260641486,40,16,20,60,0.0,0.05608524957936064,97.4247522901477,0.14956066554496167,0.03739016638624042,2.3322116283417462
31,1800,8975.423480592592,40,14,17,66,0.0,0.05555555555555555,97.18253968253967,1.599206349206349,0.05555555555555555,1.107142857142857
32,1606,-5929.203529304012,40,16,22,56,0.0,0.06226650062266501,96.47156496471564,3.3572021585720213,0.062266500622665005,0.046699875466998754
33,1379,-17663.712452816777,40,16,24,52,0.0,0.0725163161711385,95.15953589557652,4.205946337926033,0.5076142131979696,0.05438723712835388
34,1813,6977.552573410861,40,18,19,62,0.0,0.05515719801434087,98.73138444567014,0.055157198014340866,1.0976282404853834,0.06067291781577496
35,1876,9143.532044930353,40,13,18,64,0.0,0.053304904051172726,95.92039800995025,0.03553660270078181,3.2444918265813785,0.7462686567164178
36,1764,11949.684255624668,40,16,15,70,0.0,0.08503401360544219,99.848828420257,0.0472411186696901,0.01889644746787604
37,1671,14770.804310704587,40,12,13,74,0.0,0.059844404548174746,95.11520047875524,3.575703171753441,1.1669658886894074,0.08228605625374028
38,1507,-9521.76654540151,40,15,21,58,0.0,0.06635700066357002,98.6524424480629,0.051043846664284624,1.015772548619264,0.2143841559899954
39,1624,6608.636736814715,40,15,15,70,0.0,0.06157635467980294,99.74422129594541,0.0473664266767715,0.14683592269799167
40,1290,-18948.618817574967,40,19,23,54,0.0,5.546942291128338,94.36692506459947,0.08613264427217916
41,1546,-172.56311687217732,40,12,18,64,0.0,0.06468305304010348,96.15944372574384,2.708602846054334,0.05659767141009055,1.010672703751617
42,1455,931.8262284456732,40,12,15,70,0.0,0.06872852233676975,98.85738831615117,0.0429553264604811,0.47680412371134023,0.5541237113402062
43,1794,6504.435845646406,40,16,18,64,0.0,0.05574136008918617,96.07487922705313,0.04645113340765515,0.33444816053511706,3.488480118914901
44,1219,-15086.09136086284,40,16,20,60,0.0,0.0820344544708778,91.83757178014767,7.348919879682801,0.6289308176100629,0.1025430680885972
45,1183,-11994.519989007948,40,14,18,64,0.0,0.08453085376162296,93.63603429537496,0.1388721168940949,0.905687718874532,5.234875015094795
46,1477,-1983.8150337025722,40,16,18,64,0.0,3.373956217558113,96.25930941096819,0.05642067253441662,0.3103136989392914
47,1288,-4373.828958166309,40,15,16,68,0.0,0.07763975155279504,94.82799808886766,4.610606784519828,0.06569517439082656,0.4180602006688963
48,1804,19065.583730083483,40,15,12,76,0.0,0.05969640115981579,94.09432031383253,0.13644891693672181,0.35817840695889475,5.351355961112059
49,1533,5742.961541269804,40,15,15,70,0.0,0.06523157208088715,94.07898038035023,1.1039189121380901,4.706708816297857,0.04516031913292187
50,1864,10856.95248125328,40,12,17,66,0.0,0.05364806866952788,94.85649141630903,4.432671673819742,0.5867757510729614,0.07041309012875537
51,1296,-18686.331606999483,40,15,23,54,0.0,0.07716049382716049,99.68542260208926,0.059354226020892686,0.17806267806267806
52,1670,8285.361454661992,40,15,16,68,0.0,0.059880239520958084,94.37125748502996,3.7402118839244585,1.7871948410870564,0.041455550437586364
53,1236,-16463.88032397866,40,16,21,58,0.0,0.08090614886731391,97.30312837108953,2.373247033441208,0.07416396979503775,0.16855447680690402
54,1185,-17886.399571373084,40,17,21,58,0.0,0.08438818565400842,90.03452243958571,1.488300728807058,0.06137322593018796,8.331415420023015
55,1828,15836.965416942616,40,15,14,72,0.0,0.054704595185995616,99.77697357347245,0.042080457835381245,0.12624137350614373
56,1294,-18898.488428567693,40,17,23,54,0.0,0.07727975270479134,97.40761556835744,0.07727975270479134,0.02810172825628776,2.4097231979766756
57,1243,-8067.052909554344,40,16,17,66,0.0,0.08045052292839903,93.11477607937786,4.015821936175918,2.7286135693215336,0.06033789219629928
58,1876,-5021.097014088508,40,16,25,50,0.0,0.0533049040511727,95.58457711442787,0.9328358208955223,3.393745557924662,0.03553660270078181
59,1797,15152.104523069524,40,12,14,72,0.0,0.055648302726766824,96.54632721202003,2.580690038953812,0.7790762381747358,0.0382582081246522
60,1671,-3561.4410454850645,40,13,22,56,0.0,0.05984440454817472,95.86674645920606,3.734290843806104,0.28725314183123873,0.051865150608418106
61,1232,-12690.195501439202,40,16,19,62,0.0,0.08116883116883117,92.76920995670994,4.342532467532468,2.7597402597402603,0.04734848484848485
62,1836,-353.6374991061369,40,18,23,54,0.0,0.05446623093681918,95.68627450980392,0.4629629629629629,0.07080610021786493,3.7254901960784315
63,1766,7893.1769182299,40,13,18,64,0.0,0.05662514156285393,99.79992449981125,0.03775009437523594,0.10570026425066063
64,1768,5701.382523770198,40,16,18,64,0.0,0.05656108597285067,96.65346907993968,3.0967194570135748,0.16025641025641027,0.03299396681749623
65,1701,-2523.2618882890965,40,14,22,56,0.0,0.058788947677836566,93.7893675988914,5.484168976232469,0.6130847400688669,0.05458973712941967
66,1246,-9800.027238126495,40,18,18,64,0.0,0.08025682182985551,97.39967897271266,2.3675762439807384,0.09630818619582664,0.056179775280898875
67,1579,5393.932244216982,40,16,15,70,0.0,0.06333122229259026,93.82520582647244,0.042220814861726824,1.1452396031243404,4.924002533248892
68,1805,13447.172120746705,40,14,16,68,0.0,0.2413929560743965,92.59596359319349,6.470122675108825,0.5698456667985754,0.1226751088246933
69,1864,684.5914711136656,40,15,22,56,0.0,0.05364806866952792,95.80719709475075,2.4224166391548367,1.6795972268075274,0.037140970617365474
70,1807,15058.529883745001,40,17,15,70,0.0,0.05534034311012728,93.6408914826181,5.78558132514967,0.4578155657292348,0.06037128339286612
71,1694,-1263.0126624593122,40,16,21,58,0.0,0.05903187721369538,99.8917748917749,0.049193231011412826
72,1698,11248.59889664481,40,15,15,70,0.0,0.05889281507656064,95.85938207846337,3.6422941016580594,0.38506840626981964,0.05436259853220984
