episode,steps,accumulated_reward,enemies_shotdown,friends_shotdown,sucessful_attacks,interest_point_health
98,530,197.50463552791737,10,3,7,30
99,487,-72.83961674780417,10,2,8,20
100,654,1118.396567541875,10,4,6,40
101,593,447.81410081122755,10,3,7,30
102,649,1232.5806777263786,10,4,6,40
103,778,1593.8584644926736,10,3,7,30
104,874,3211.580083000619,10,4,6,40
105,733,1180.198178752335,10,2,8,20
106,734,1992.5556777630043,10,4,6,40
107,665,1435.3368914522978,10,4,6,40
108,450,438.02723711770756,10,5,5,50
109,668,1066.954813332453,10,2,8,20
110,1305,6613.289054686003,10,3,7,30
111,711,1072.7682644185236,10,1,9,10
112,528,877.1304965121117,10,5,5,50
113,943,3011.1756826449573,10,2,8,20
114,569,108.03924120291657,10,2,8,20
115,601,844.0434885662057,10,3,7,30
116,797,2345.0575836636926,10,3,7,30
117,882,2732.130321830465,10,3,7,30
118,666,1298.3159210734887,10,3,7,30
119,565,296.0434901814768,10,3,7,30
120,513,-205.44726799381175,10,2,8,20
121,649,1384.1139294052657,10,4,6,40
122,720,1392.8051411924346,10,3,7,30
123,640,1433.085501055956,10,6,4,60
124,525,464.72341061881644,10,4,6,40
125,450,-583.6395430286881,10,2,8,20
126,612,1281.7057107043297,10,4,6,40
127,503,-318.69802829618703,10,2,8,20
128,641,1498.1720514607603,10,4,6,40
129,565,769.3674094458449,10,5,5,50
130,623,498.5032818699588,10,2,8,20
131,568,368.8066016721325,10,4,6,40
132,516,495.6019171654577,10,4,6,40
133,552,574.0329783832018,10,5,5,50
134,578,721.4805326440229,10,3,7,30
135,647,914.6356364010899,10,2,8,20
136,814,2069.3549667129523,10,3,7,30
137,491,365.48746477459935,10,5,5,50
138,461,-96.2147325609764,10,3,7,30
139,644,978.6680621695891,10,4,6,40
140,730,1792.1360499458885,10,5,5,50
141,648,1252.5243357650845,10,3,7,30
142,599,350.41178422892574,10,2,8,20
143,571,1267.5140719502167,10,5,5,50
144,575,776.6773025368545,10,5,5,50
145,534,881.8423396659645,10,6,4,60
146,645,1382.9836369185675,10,6,4,60
147,861,3531.3482619745705,10,5,4,60
148,654,1224.277900321089,10,4,6,40
149,1171,5566.801377611877,10,5,5,50
150,483,451.57712340116683,10,4,6,40
151,584,335.387482441309,10,1,9,10
152,559,211.18374218452124,10,3,7,30
153,563,689.6156701061867,10,4,6,40
